lower,upper,fortotals,habitat,round
02FV.Delia sp,01PLANT.Bindweed sp,52.51677382,MH,7
02FV.Apis mellifera,01PLANT.Bramble,39.38758037,MH,6
02FV.Anaspis maculata,01PLANT.Rose sp,39.38758037,MH,4
02FV.Epuraea melanocephala,01PLANT.Rose sp,39.38758037,MH,4
02FV.Anaspis pulicaria,01PLANT.Rose sp,39.38758037,MH,4
02FV.Anaspis pulicaria,01PLANT.Rose sp,39.38758037,MH,4
02FV.Epuraea melanocephala,01PLANT.Rose sp,39.38758037,MH,4
02FV.Epuraea melanocephala,01PLANT.Rose sp,39.38758037,MH,4
02FV.Epuraea melanocephala,01PLANT.Rose sp,39.38758037,MH,4
02FV.Anaspis pulicaria,01PLANT.Rose sp,39.38758037,MH,4
02FV.Anaspis pulicaria,01PLANT.Rose sp,39.38758037,MH,4
02FV.Anaspis pulicaria,01PLANT.Rose sp,39.38758037,MH,4
02FV.Byturus tomentosus,01PLANT.Rose sp,39.38758037,MH,4
02FV.Anaspis pulicaria,01PLANT.Rose sp,39.38758037,MH,4
02FV.Anaspis pulicaria,01PLANT.Rough Chervil,39.38758037,MH,4
02FV.Scathophaga stercoraria,01PLANT.Blackthorn,39.38758037,MH,2
02FV.Eristalis pertinax,01PLANT.Bramble,39.38758037,MH,5
02FV.Melanostoma scalare,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Melanostoma scalare,01PLANT.Bramble,39.38758037,MH,5
02FV.Rhinophora lepida,01PLANT.Bramble,39.38758037,MH,5
02FV.Chrysotus sp,01PLANT.Bramble,39.38758037,MH,5
02FV.Sepsis flavimana,01PLANT.Bramble,39.38758037,MH,5
02FV.Rhinophora lepida,01PLANT.Bramble,39.38758037,MH,5
02FV.Melanostoma scalare,01PLANT.Bramble,39.38758037,MH,5
02FV.Trybliographa erythrocera,01PLANT.Bramble,39.38758037,MH,5
02FV.Platycheirus albimanus,01PLANT.Bramble,39.38758037,MH,5
02FV.Episyrphus balteatus,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Copromyza similes,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Plagiatrochus sp,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Rhinophora lepida,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Crossopalpus sp,01PLANT.Bramble,39.38758037,MH,5
02FV.Platycheirus albimanus,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Sepsis flavimana,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Sussaba cognata,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Platycheirus albimanus,01PLANT.Bramble,39.38758037,MH,5
02FV.Platycheirus albimanus,01PLANT.Upright Hedge-parsley,39.38758037,MH,5
02FV.Apis mellifera,01PLANT.Bramble,39.38758037,MH,5
02FV.Apis mellifera,01PLANT.Bramble,39.38758037,MH,5
02FV.Scathophaga stercoraria,01PLANT.Hogweed,13.0631557,NH,2
02FV.Scathophaga stercoraria,01PLANT.Hogweed,13.0631557,NH,2
02FV.Scathophaga stercoraria,01PLANT.Hogweed,13.0631557,NH,2
02FV.Scathophaga stercoraria,01PLANT.Hogweed,13.0631557,NH,2
02FV.Scathophaga stercoraria,01PLANT.Hogweed,13.0631557,NH,2
02FV.Empis chioptera,01PLANT.Hogweed,13.0631557,NH,2
02FV.Tersilochus sp,01PLANT.Hogweed,13.0631557,NH,2
02FV.Microchrysa polita,01PLANT.Hogweed,13.0631557,NH,2
02FV.Eristalis tenax,01PLANT.Ragwort,17.41754093,NH,6
02FV.Empis livida,01PLANT.Spear Thistle,17.41754093,NH,6
02FV.Empis livida,01PLANT.Spear Thistle,17.41754093,NH,6
02FV.Bombus pascuorum,01PLANT.Spear Thistle,17.41754093,NH,6
02FV.Apis mellifera,01PLANT.Spear Thistle,17.41754093,NH,6
02FV.Bombus lapidarius,01PLANT.Spear Thistle,17.41754093,NH,6
02FV.Empis livida,01PLANT.Creeping Thistle,13.0631557,NH,5
02FV.Melanostoma mellinum,01PLANT.Creeping Thistle,13.0631557,NH,5
02FV.Empis livida,01PLANT.Creeping Thistle,13.0631557,NH,5
02FV.Empis livida,01PLANT.Creeping Thistle,13.0631557,NH,5
02FV.Oedemera nobilis,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Metopina sp,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Triphleba sp,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oscinella frit,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Cantharis nigra,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oedemera nobilis,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Limnia unguicornis,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oscinella hortensis,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Delia sp,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oscinella nitidissima,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Platycheirus albimanus,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oscinella frit,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oedemera nobilis,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oscinella nitidissima,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oedemera lurida,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Metopina sp,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Metopina sp,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Oedemera nobilis,01PLANT.Creeping Buttercup,13.0631557,NH,4
02FV.Siphona geniculata,01PLANT.Creeping Buttercup,1109.368507,PP,3
02FV.Triphleba sp,01PLANT.Creeping Buttercup,1109.368507,PP,4
02FV.Rhoptromeris heptoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Kleidotoma tetratoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Hexacola hexatoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Tetrastichinae sp,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Rhoptromeris heptoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Metopina sp,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Metopina sp,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Tetrastichinae sp,01PLANT.Creeping Buttercup,1479.158009,PP,7
02FV.Rhoptromeris rufiventris,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Rhoptromeris heptoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Kleidotoma tetratoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Tetrastichinae sp,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Kleidotoma tetratoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Kleidotoma tetratoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Pegoplata aestiva or Adia cinerella,01PLANT.Creeping Buttercup,1479.158009,PP,7
02FV.Rhoptromeris heptoma,01PLANT.Creeping Buttercup,1479.158009,PP,7
02FV.Delia sp,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Pegoplata aestiva or Adia cinerella,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Metopina sp,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Kleidotoma tetratoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Asecodes coronis,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Rhoptromeris heptoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Halticoptera sp,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Kleidotoma tetratoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Chorebus sp nov,01PLANT.Creeping Buttercup,1479.158009,PP,7
02FV.Kleidotoma tetratoma,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Botanophila striolata,01PLANT.Autumn Hawkbit,1479.158009,PP,7
02FV.Diplonevra sp,01PLANT.Creeping Buttercup,1109.368507,PP,5
02FV.Platypalpus sp,01PLANT.Clover sp,1109.368507,PP,4
02FV.Scatopsidae sp,01PLANT.Clover sp,1109.368507,PP,4
02FV.Scatopsidae sp,01PLANT.Creeping Buttercup,1109.368507,PP,4
02FV.Metopina sp,01PLANT.Creeping Buttercup,1109.368507,PP,4
02FV.Delia sp,01PLANT.Creeping Buttercup,1479.158009,PP,7
02FV.Opomyza germinationis,01PLANT.Creeping Buttercup,1479.158009,PP,7
02FV.Sphaerophoria scripta,01PLANT.Charlock,1109.368507,PP,4
02FV.Delia sp,01PLANT.Creeping Buttercup,1109.368507,PP,4
02FV.Chrysotus sp,01PLANT.Clover sp,1109.368507,PP,4
02FV.Hydrellia griseola,01PLANT.Creeping Buttercup,1109.368507,PP,4
02FV.Metopina sp,01PLANT.Creeping Buttercup,1109.368507,PP,4
02FV.Empis livida,01PLANT.Mayweed sp,1109.368507,PP,4
02FV.Delia sp,01PLANT.Creeping Buttercup,1479.158009,PP,6
02FV.Bombus pascuorum,01PLANT.Clover sp,1479.158009,PP,6
02FV.Scatopsidae sp,01PLANT.Mayweed sp,1109.368507,PP,5
02FV.Hydrellia griseola,01PLANT.Mayweed sp,1109.368507,PP,5
02FV.Asecodes coronis,01PLANT.Creeping Buttercup,1109.368507,PP,5
02FV.Metopina sp,01PLANT.Creeping Buttercup,1109.368507,PP,5
02FV.Platypalpus sp,01PLANT.Clover sp,1109.368507,PP,5
02FV.Scatopsidae sp,01PLANT.Mayweed sp,1109.368507,PP,5
02FV.Delia sp,01PLANT.Creeping Buttercup,1109.368507,PP,4
02FV.Neoascia podagrica,01PLANT.Bramble,99.41220475,RG,4
02FV.Chrysotus sp,01PLANT.Bramble,99.41220475,RG,4
02FV.Fannia sp,01PLANT.Bramble,99.41220475,RG,4
02FV.Oedemera nobilis,01PLANT.Bramble,99.41220475,RG,4
02FV.Brachypterus urticae,01PLANT.Bramble,99.41220475,RG,4
02FV.Pollenia rudis,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Melanostoma mellinum,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Chrysotoxum bicinctum,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Pollenia pediculata,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Sphaerophoria scripta,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Platycheirus albimanus,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Anthomyia liturata,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Olibrus aeneus,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Bombus pascuorum,01PLANT.Creeping Thistle,99.41220475,RG,5
02FV.Bombus lapidarius,01PLANT.Creeping Thistle,99.41220475,RG,5
02FV.Delia sp,01PLANT.Hogweed,99.41220475,RG,5
02FV.Delia sp,01PLANT.Hogweed,99.41220475,RG,5
02FV.Oscinella cariciphila,01PLANT.Cow Parsley,99.41220475,RG,5
02FV.Bombus pascuorum,01PLANT.White Dead-nettle,99.41220475,RG,6
02FV.Delia sp,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Pollenia rudis,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Rhagonycha fulva,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Rhagonycha fulva,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Rhagonycha fulva,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Hydrellia griseola,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Pollenia pediculata,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Scatopsidae sp,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Scatopsidae sp,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Rhinophora lepida,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Bellardia pandia,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Pollenia pediculata,01PLANT.Mayweed sp,99.41220475,RG,5
02FV.Andrena minutula,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Siphona geniculata,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Hydrellia griseola,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Olibrus aeneus,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Pollenia amentaria,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Delia sp,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Siphona geniculata,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Platycheirus albimanus,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Azelia cilipes,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Delia sp,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Thaumatomyia glabra,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Delia sp,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Delia sp,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Oedemera nobilis,01PLANT.Common Poppy,99.41220475,RG,4
02FV.Stenodiplosis sp,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Delia sp,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Delia sp,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Olibrus aeneus,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Eristalis arbustorum,01PLANT.Mayweed sp,99.41220475,RG,4
02FV.Empis livida,01PLANT.Bindweed sp,99.41220475,RG,6
02FV.Syritta pipiens,01PLANT.Bush Vetch,99.41220475,RG,6
02FV.Rhagonycha fulva,01PLANT.Upright Hedge-parsley,99.41220475,RG,6
02FV.Eristalis arbustorum,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Oedemera lurida,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Apis mellifera,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Apis mellifera,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Apis mellifera,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Apis mellifera,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Apis mellifera,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Apis mellifera,01PLANT.Corn Mint,99.41220475,RG,6
02FV.Pollenia pediculata,01PLANT.Clover sp,99.41220475,RG,7
02FV.Lucilia caesar,01PLANT.Creeping Thistle,99.41220475,RG,6
02FV.Siphona geniculata,01PLANT.Creeping Thistle,99.41220475,RG,6
02FV.Bombus lapidarius,01PLANT.Creeping Thistle,99.41220475,RG,6
02FV.Olibrus aeneus,01PLANT.Mayweed sp,99.41220475,RG,6
02FV.Apis mellifera,01PLANT.Clover sp,99.41220475,RG,6
02FV.Phytomyza cineracea,01PLANT.Creeping Buttercup,99.41220475,RG,3
02FV.Phyllonorycter sp,01PLANT.Creeping Buttercup,99.41220475,RG,3
02FV.Tiphia minuta,01PLANT.Hogweed,99.41220475,RG,4
02FV.Anaspis maculata,01PLANT.Hogweed,99.41220475,RG,4
02FV.Anaspis pulicaria,01PLANT.Hogweed,99.41220475,RG,4
02FV.Anaspis maculata,01PLANT.Hogweed,99.41220475,RG,4
02FV.Grammoptera ruficornis,01PLANT.Hogweed,99.41220475,RG,4
02FV.Anaspis maculata,01PLANT.Hogweed,99.41220475,RG,4
02FV.Anaspis pulicaria,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Dicraeus vagans,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Platypalpus sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Dicraeus vagans,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Dicraeus vagans,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Dicraeus vagans,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Anaspis pulicaria,01PLANT.Hogweed,99.41220475,RG,4
02FV.Chorebus sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Alysiinae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Sciaridae sp,01PLANT.Hogweed,99.41220475,RG,4
02FV.Oedemera lurida,01PLANT.Creeping Buttercup,99.41220475,RG,4
02FV.Bombus pascuorum,01PLANT.Creeping Thistle,99.41220475,RG,5
02FV.Empis livida,01PLANT.Bramble,149.1518293,W,4
02FV.Episyrphus balteatus,01PLANT.Bramble,149.1518293,W,4
02FV.Siphona geniculata,01PLANT.Bramble,149.1518293,W,4
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Anaspis maculata,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Epuraea melanocephala,01PLANT.Wild Privet,149.1518293,W,5
02FV.Gastrophysa viridular,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Rhingia campestris,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Bombus terrestris,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Apis mellifera,01PLANT.zCROP Lucerne,1139.866279,LU,6
02FV.Pegoplata aestiva or Adia cinerella,01PLANT.Common Field Speedwell,1150.449952,CSF,6
02FV.Rhingia campestris,01PLANT.Creeping Thistle,1150.449952,CSF,6
02FV.Eristalis arbustorum,01PLANT.Creeping Thistle,1150.449952,CSF,6
02FV.Apis mellifera,01PLANT.Creeping Thistle,1150.449952,CSF,6
02FV.Apis mellifera,01PLANT.Creeping Thistle,1150.449952,CSF,6
02FV.Longitarsus sp,01PLANT.Common Field Speedwell,720.380929,C,7
02FV.Olibrus aeneus,01PLANT.Charlock,1800.952323,C,5
02FV.Oscinella frit,01PLANT.Charlock,720.380929,C,5
02FV.Ceraphron trissacantha,01PLANT.Creeping Buttercup,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Cetema elongata,01PLANT.Charlock,720.380929,C,4
02FV.Cantharis nigra,01PLANT.Charlock,1800.952323,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Lonchoptera lutea,01PLANT.Charlock,720.380929,C,4
02FV.Empis livida,01PLANT.Charlock,720.380929,C,4
02FV.Oscinella frit,01PLANT.Charlock,720.380929,C,4
02FV.Chrysotus sp,01PLANT.Charlock,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Oscinella frit,01PLANT.Charlock,720.380929,C,4
02FV.Diospilus capito,01PLANT.Charlock,720.380929,C,4
02FV.Phradis morionellus,01PLANT.Charlock,720.380929,C,4
02FV.Centrorhynchus obstrictus,01PLANT.Charlock,1800.952323,C,4
02FV.Scatopsidae sp,01PLANT.Charlock,720.380929,C,4
02FV.Delia sp,01PLANT.Charlock,720.380929,C,4
02FV.Scathophaga stercoraria,01PLANT.Charlock,665.626988,C,5
02FV.Melanostoma mellinum,01PLANT.Charlock,665.626988,C,5
02FV.Scaptomyza flava,01PLANT.Mayweed sp,665.626988,C,5
01PLANT.Creeping Thistle,03APH.Uroleucon cirsii,65740.35594,PP,14
01PLANT.Creeping Thistle,03APH.Uroleucon cirsii,65740.35594,PP,14
01PLANT.Creeping Thistle,03APH.Uroleucon cirsii,82175.44493,PP,14
01PLANT.Grass sp,03APH.Cavariella aegopodii,8217.544493,PP,14
01PLANT.Creeping Thistle,03APH.Uroleucon cirsii,164350.8899,PP,14
01PLANT.Creeping Thistle,03APH.Uroleucon cirsii,115045.6229,PP,14
01PLANT.Creeping Thistle,03APH.Capitophorus elaeagnii,73957.90043,PP,14
01PLANT.Creeping Thistle,03APH.Uroleucon cirsii,123263.1674,PP,14
01PLANT.Dock sp,03APH.Aphis rumicis,82175.44493,PP,14
01PLANT.Creeping Thistle,03APH.Uroleucon cirsii,16435.08899,PP,14
01PLANT.Grass sp,03APH.Sipha maydis,69644.05664,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,44318.94514,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,88637.89027,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,221594.7257,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,126625.5575,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,101300.446,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,37987.66726,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,44318.94514,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,37987.66726,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,88637.89027,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,177275.7805,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,41153.3062,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,85472.25134,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,107631.7239,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,47484.58408,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,177275.7805,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,82306.6124,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,47484.58408,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,37987.66726,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,60147.13983,GM,14
01PLANT.Grass sp,03APH.Sipha maydis,28490.75045,GM,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,4909200.207,C,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,1472760.062,C,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,2454600.103,C,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,1472760.062,C,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,4909200.207,C,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,14727600.62,C,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,12273000.52,C,14
01PLANT.Mayweed sp,03APH.Brachycaudus helichrysii,4909200.207,C,14
